body,quantity,value,unit,source,url,retrieved,note,sigma,record_id,solution_id
PSR B1534+12,mass,2.650550357640502e+30,kg,"Fonseca, Stairs & Thorsett 2014, ApJ 787, 82, Table 3 DDGR column",https://doi.org/10.1088/0004-637X/787/1/82,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Fonseca2014-DDGR. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR B1534+12|mass (2.6506705e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 1.3330(2) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); component=m1; DDGR-derived; kind=model-derived; solution=DDGR (TEMPO; assumes GR); epoch=T0 52076.827113271 MJD; spin/parameter epoch=52077 MJD; timescale=not published; Solar System ephemeris=DE421; observation span=1990-2012 (22 yr; Table 1); reference frame=J2000 astrometry",3.9768197414e+26,SOL-f72b6750,Fonseca2014-DDGR
PSR B1534+12 companion,mass,2.675405481024227e+30,kg,"Fonseca, Stairs & Thorsett 2014, ApJ 787, 82, Table 3 DDGR column",https://doi.org/10.1088/0004-637X/787/1/82,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Fonseca2014-DDGR. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR B1534+12 companion|mass (2.67552675e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 1.3455(2) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); component=m2; DDGR fitted mass; kind=model-derived; solution=DDGR (TEMPO; assumes GR); epoch=T0 52076.827113271 MJD; spin/parameter epoch=52077 MJD; timescale=not published; Solar System ephemeris=DE421; observation span=1990-2012 (22 yr; Table 1); reference frame=J2000 astrometry",3.9768197414e+26,SOL-3290abe7,Fonseca2014-DDGR
PSR B1534+12,total_mass,5.325882267499513e+30,kg,"Fonseca, Stairs & Thorsett 2014, ApJ 787, 82, Table 3 DDGR column",https://doi.org/10.1088/0004-637X/787/1/82,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Fonseca2014-DDGR. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR B1534+12|total_mass (5.3260836e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 2.678463(4) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); DDGR fitted/derived mass; kind=model-derived; solution=DDGR (TEMPO; assumes GR); epoch=T0 52076.827113271 MJD; spin/parameter epoch=52077 MJD; timescale=not published; Solar System ephemeris=DE421; observation span=1990-2012 (22 yr; Table 1); reference frame=J2000 astrometry",7.9536394828e+24,SOL-a2cc3fd4,Fonseca2014-DDGR
PSR J1757-1854,orbital_period,15857.66901916800,s,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|orbital_period (15857.669019168) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 0.18353783587(5) d; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry; confirmation_2=not-found-by-author 2026-09-16 (Cameron et al. 2018 Table 2 Pb (parallel row): the original hypothesis author could not find the printed record for this row in the second confirmation record; the mark on this row is NOT changed); verified_by=原仮定者 2026-09-18; verified_at=Cameron 2018 MNRAS Letters 475 L57 Table 2; verified_value=Pb = 0.18353783587(5) d; confirmation_round=4 (the fourth confirmation record (2026-09-18): the original hypothesis author read the printed table itself. The value, the unit, the source label and the sigma column of this row are unchanged - what is added here are the X7 confirmer fields and this round tag); previous_mark=unverified (this parallel row transcribes the same Cameron et al. 2018 Table 2 that the fourth confirmation record covers, so its mark goes unverified -> verified. Only the mark and these confirmer fields move: the value, the unit, the source label and the sigma column are unchanged)",4.32e-6,SOL-7f931145,
PSR J1757-1854,orbital_period_derivative,-5.3e-12,1,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|orbital_period_derivative (-5.3e-12) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig -5.3(2)e-12; observed timing parameter; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",2e-13,SOL-ad074b86,
PSR J1757-1854,eccentricity,0.6058142,1,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|eccentricity (0.6058142) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 0.6058142(10); kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry; confirmation_2=not-found-by-author 2026-09-16 (Cameron et al. 2018 Table 2 e (parallel row): the original hypothesis author could not find the printed record for this row in the second confirmation record; the mark on this row is NOT changed); verified_by=原仮定者 2026-09-18; verified_at=Cameron 2018 MNRAS Letters 475 L57 Table 2; verified_value=e = 0.6058142(10); confirmation_round=4 (the fourth confirmation record (2026-09-18): the original hypothesis author read the printed table itself. The value, the unit, the source label and the sigma column of this row are unchanged - what is added here are the X7 confirmer fields and this round tag); previous_mark=unverified (this parallel row transcribes the same Cameron et al. 2018 Table 2 that the fourth confirmation record covers, so its mark goes unverified -> verified. Only the mark and these confirmer fields move: the value, the unit, the source label and the sigma column are unchanged)",1.0e-6,SOL-4683b411,
PSR J1757-1854,periastron_advance,10.3651,deg/yr,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|periastron_advance (10.3651) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 10.3651(2) deg/yr; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry; confirmation_2=not-found-by-author 2026-09-16 (Cameron et al. 2018 Table 2 omega_dot (parallel row): the original hypothesis author could not find the printed record for this row in the second confirmation record; the mark on this row is NOT changed); verified_by=原仮定者 2026-09-18; verified_at=Cameron 2018 MNRAS Letters 475 L57 Table 2; verified_value=omega_dot = 10.3651(2) deg/yr; confirmation_round=4 (the fourth confirmation record (2026-09-18): the original hypothesis author read the printed table itself. The value, the unit, the source label and the sigma column of this row are unchanged - what is added here are the X7 confirmer fields and this round tag); previous_mark=unverified (this parallel row transcribes the same Cameron et al. 2018 Table 2 that the fourth confirmation record covers, so its mark goes unverified -> verified. Only the mark and these confirmer fields move: the value, the unit, the source label and the sigma column are unchanged)",0.0002,SOL-0372e267,
PSR J1757-1854,projected_semimajor_axis,2.237805,s,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|projected_semimajor_axis, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 2.237805(5) lt-s; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",5e-6,SOL-40cf1ccd,
PSR J1757-1854,longitude_of_periastron,279.3409,deg,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|longitude_of_periastron, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 279.3409(4) deg at T0; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",0.0004,SOL-d810be45,
PSR J1757-1854,epoch_of_periastron,57700.92599420,MJD,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|epoch_of_periastron, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 57700.92599420(5) MJD; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",5e-8,SOL-b10f2b23,
PSR J1757-1854,einstein_delay,0.003587,s,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|einstein_delay, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig gamma=3.587(12) ms; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",1.2e-5,SOL-583052ff,
PSR J1757-1854,mass,2.661287770942271e+30,kg,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|mass (2.6614084e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 1.3384(9) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); component=mp; same-paper DDGR mass inference; kind=model-derived; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",1.7895688836e+27,SOL-426f8c8d,
PSR J1757-1854 companion,mass,2.773036405675502e+30,kg,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854 companion|mass (2.7731621e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 1.3946(9) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); component=mc; same-paper DDGR mass inference; kind=model-derived; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",1.7895688836e+27,SOL-0127593e,
PSR J1757-1854,total_mass,5.434224756124238e+30,kg,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|total_mass, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 2.73295(9) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); same-paper DDGR mass inference; kind=model-derived; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",1.7895688836e+26,SOL-3db3a97c,
PSR J1757-1854,rotation_period,0.021497231890027,s,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|rotation_period (2.14972318900292e-2) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 21.497231890027(7) ms; kind=ephemeris-fit; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",7e-15,SOL-8e27f345,
PSR J1757-1854,inclination,84.0 or 96.0,deg,"Cameron et al. 2018, MNRAS 475, L57-L61, Table 2",https://doi.org/10.1093/mnrasl/sly003,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Cameron2018-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|inclination, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. sigma_asymmetric=+0.4/-0.3 or +0.3/-0.4 (asymmetric or non-1-sigma interval: the sigma column is left empty because it carries symmetric 1-sigma values only). orig 84.0(+0.4/-0.3) or 96.0(+0.3/-0.4) deg; inferred from DDGR masses and mass function; kind=model-derived; solution=DDH (TEMPO2); mass rows use the same-paper DDGR mass fit flagged in Table 2; epoch=T0 57700.92599420 MJD; spin epoch=57701 MJD; timescale=TCB; Solar System ephemeris=DE421; observation span=57405-57998 MJD; reference frame=J2000 astrometry",,SOL-5b520ea2,
PSR J1757-1854,orbital_period,15857.667965174400,s,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|orbital_period (15857.669019168) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 0.183537823671(2) d; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry; verified_by=原仮定者 2026-09-16; verified_at=Table 2 Orbital period Pb (d); verified_value=0.183537823671(2) d; value_confirmed=2026-09-16 (the original hypothesis author checked the cited table and column and the printed digits of this row against the confirmation record)",1.728e-7,SOL-73e1ba36,Singha2026-DDH
PSR J1757-1854,orbital_period_derivative,-5.282e-12,1,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|orbital_period_derivative (-5.3e-12) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig -5.282(2)e-12; observed timing parameter; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",2e-15,SOL-34b026bf,Singha2026-DDH
PSR J1757-1854,eccentricity,0.605817,1,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|eccentricity (0.6058142) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 0.605817(2); DD time eccentricity e_T per paper discussion; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry; verified_by=原仮定者 2026-09-16; verified_at=Table 2 Eccentricity e; verified_value=0.605817(2); value_confirmed=2026-09-16 (the original hypothesis author checked the cited table and column and the printed digits of this row against the confirmation record)",2e-6,SOL-8d0fec54,Singha2026-DDH
PSR J1757-1854,periastron_advance,10.364986,deg/yr,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|periastron_advance (10.3651) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=verified; intake 2026-09-14. orig 10.364986(8) deg/yr; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry; verified_by=原仮定者 2026-09-16; verified_at=Table 2 Periastron advance (deg/yr); verified_value=10.364986(8); value_confirmed=2026-09-16 (the original hypothesis author checked the cited table and column and the printed digits of this row against the confirmation record)",0.000008,SOL-4d073b22,Singha2026-DDH
PSR J1757-1854,projected_semimajor_axis,2.2378066,s,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|projected_semimajor_axis, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 2.2378066(9) s; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",9e-7,SOL-2d272d42,Singha2026-DDH
PSR J1757-1854,longitude_of_periastron,344.70107,deg,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|longitude_of_periastron, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 344.70107(4) deg at T0; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",0.00004,SOL-32cdc546,Singha2026-DDH
PSR J1757-1854,epoch_of_periastron,60004.142219871,MJD,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|epoch_of_periastron, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 60004.142219871(15) MJD; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",1.5e-8,SOL-cffd157d,Singha2026-DDH
PSR J1757-1854,einstein_delay,0.0035931,s,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - no earlier row exists for PSR J1757-1854|einstein_delay, so this row is the first one; it is a solution-tagged record, not a builder input. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig gamma=0.0035931(33) s; fitted jointly with delta_theta; kind=ephemeris-fit; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",3.3e-6,SOL-6d9f4b84,Singha2026-DDH
PSR J1757-1854,mass,2.661287770942271e+30,kg,"Singha et al. 2026, arXiv:2606.23926v1, Table 2",https://arxiv.org/abs/2606.23926,2026-09-14,"intake_row=2026-09-14. Observation record provided by the original hypothesis author (2026-09-14 intake). solution=Singha2026-DDH. Solution-tagged row: one complete parameter set from a single published timing solution, placed BESIDE the adopted record - the adopted first row for PSR J1757-1854|mass (2.6614084e30) is NOT replaced and readers that take the first matching row are unaffected. Do not mix parameters from different solutions inside one orbital element set. sigma_primary=unverified; intake 2026-09-14. orig 1.3384(2) M_sun; kg conversion uses nominal GM_sun=1.3271244e20 m^3/s^2 (IAU 2015 Resolution B3) and G=6.67430e-11 m^3 kg^-1 s^-2 (CODATA); tabulated timing uncertainty only was scaled (G uncertainty not folded into sigma); component=mp; same-paper DDGR fit; kind=model-derived; solution=DDH (TEMPO2; Table 2); mass rows use the same-paper DDGR fit described in Sec. 4.4 and listed in Table 2; epoch=T0 60004.142219871 MJD; spin epoch=60000.104420185 MJD; timescale=not published; Solar System ephemeris=not published; observation span=57405-60757 MJD (Table 1 min/max; nine-year data set); reference frame=J2000 astrometry",3.9768197414e+26,SOL-45ca5265,Singha2026-DDH
